day	hour	minutes	temperature
5.75	138.000	8280	16.81789427
5.76	138.167	8290	17.75089271
5.76	138.333	8300	15.46570214
5.77	138.500	8310	15.03730092
5.78	138.667	8320	16.96055701
5.78	138.833	8330	14.9477315
5.79	139.000	8340	16.1646462
5.80	139.167	8350	14.96357178
5.81	139.333	8360	15.89456699
5.81	139.500	8370	13.85934216
5.82	139.667	8380	15.17792858
5.83	139.833	8390	15.84023577
5.83	140.000	8400	15.98702319
5.84	140.167	8410	14.92834662
5.85	140.333	8420	16.57532464
5.85	140.500	8430	17.49806072
5.86	140.667	8440	16.55007191
5.87	140.833	8450	16.2534524
5.88	141.000	8460	15.32325009
5.88	141.167	8470	18.61919576
5.89	141.333	8480	17.12748624
5.90	141.500	8490	16.27808795
5.90	141.667	8500	19.1767366
5.91	141.833	8510	17.96291429
5.92	142.000	8520	17.90357873
5.92	142.167	8530	18.56654676
5.93	142.333	8540	18.53294576
5.94	142.500	8550	19.60567996
5.94	142.667	8560	18.84563299
5.95	142.833	8570	18.0095039
5.96	143.000	8580	19.92763921
5.97	143.167	8590	19.31229974
5.97	143.333	8600	19.62435424
5.98	143.500	8610	18.37221955
5.99	143.667	8620	20.07053537
5.99	143.833	8630	20.47549915
6.00	144.000	8640	19.84981539
6.01	144.167	8650	19.85830083
6.01	144.333	8660	20.68706521
6.02	144.500	8670	19.66817876
6.03	144.667	8680	19.15784029
6.03	144.833	8690	18.41470315
6.04	145.000	8700	21.02051373
6.05	145.167	8710	19.8095221
6.06	145.333	8720	19.85991509
6.06	145.500	8730	19.54761634
6.07	145.667	8740	20.35797362
6.08	145.833	8750	20.5655502
6.08	146.000	8760	19.33656574
6.09	146.167	8770	18.75324506
6.10	146.333	8780	20.78794449
6.10	146.500	8790	19.71127137
6.11	146.667	8800	21.34633788
6.12	146.833	8810	18.95365274
6.13	147.000	8820	21.32488004
6.13	147.167	8830	20.50036817
6.14	147.333	8840	20.75422254
6.15	147.500	8850	19.82410422
6.15	147.667	8860	20.6385074
6.16	147.833	8870	21.88440463
6.17	148.000	8880	20.37604482
6.17	148.167	8890	19.95451378
6.18	148.333	8900	21.063737
6.19	148.500	8910	19.71856185
6.19	148.667	8920	19.86527503
6.20	148.833	8930	20.13403521
6.21	149.000	8940	19.76439939
6.22	149.167	8950	19.68922888
6.22	149.333	8960	17.53205967
6.23	149.500	8970	18.0895382
6.24	149.667	8980	17.2038201
6.24	149.833	8990	15.95646768
6.25	150.000	9000	16.08665699
6.26	150.167	9010	15.23517564
6.26	150.333	9020	16.74555788
6.27	150.500	9030	16.11045278
6.28	150.667	9040	16.29206898
6.28	150.833	9050	13.11148671
6.29	151.000	9060	14.18854698
6.30	151.167	9070	14.34596804
6.31	151.333	9080	13.02357183
6.31	151.500	9090	12.7279246
6.32	151.667	9100	12.26207551
6.33	151.833	9110	13.0754603
6.33	152.000	9120	13.41386918
6.34	152.167	9130	11.69917374
6.35	152.333	9140	13.18920921
6.35	152.500	9150	12.82929675
6.36	152.667	9160	12.06864923
6.37	152.833	9170	12.42513329
6.38	153.000	9180	13.53372324
6.38	153.167	9190	13.26098326
6.39	153.333	9200	11.93705496
6.40	153.500	9210	11.76609594
6.40	153.667	9220	11.53012875
6.41	153.833	9230	11.87461644
6.42	154.000	9240	12.6160729
6.42	154.167	9250	13.04928925
6.43	154.333	9260	14.89640701
6.44	154.500	9270	12.65345552
6.44	154.667	9280	14.24988084
6.45	154.833	9290	14.00487731
6.46	155.000	9300	15.3256698
6.47	155.167	9310	14.96883413
6.47	155.333	9320	13.89178184
6.48	155.500	9330	14.3963884
6.49	155.667	9340	12.72736043
6.49	155.833	9350	14.29364614
6.50	156.000	9360	14.41158763
6.51	156.167	9370	14.23024918
6.51	156.333	9380	13.22343898
6.52	156.500	9390	13.26180047
6.53	156.667	9400	13.06704202
6.53	156.833	9410	13.38656798
6.54	157.000	9420	13.62811452
6.55	157.167	9430	12.53763248
6.56	157.333	9440	13.34389176
6.56	157.500	9450	13.40485853
6.57	157.667	9460	13.70208884
6.58	157.833	9470	14.26687373
6.58	158.000	9480	15.53699045
6.59	158.167	9490	15.63777933
6.60	158.333	9500	16.19333504
6.60	158.500	9510	16.34399694
6.61	158.667	9520	16.33044134
6.62	158.833	9530	14.8272266
6.63	159.000	9540	16.80239559
6.63	159.167	9550	16.55724689
6.64	159.333	9560	16.57441592
6.65	159.500	9570	15.5004961
6.65	159.667	9580	17.76504452
6.66	159.833	9590	17.31772108
6.67	160.000	9600	17.54786912
6.67	160.167	9610	17.67358638
6.68	160.333	9620	18.51342272
6.69	160.500	9630	18.75091017
6.69	160.667	9640	18.03764814
6.70	160.833	9650	15.82298677
6.71	161.000	9660	16.94631029
6.72	161.167	9670	16.36528014
6.72	161.333	9680	17.69046045
6.73	161.500	9690	18.79974373
6.74	161.667	9700	16.86599245
6.74	161.833	9710	15.73165438
6.75	162.000	9720	16.02784199
6.76	162.167	9730	15.7363014
6.76	162.333	9740	16.70390419
6.77	162.500	9750	15.61691106
6.78	162.667	9760	16.61414382
6.78	162.833	9770	15.31088935
6.79	163.000	9780	15.18853617
6.80	163.167	9790	15.38779051
6.81	163.333	9800	14.7858271
6.81	163.500	9810	14.80257922
6.82	163.667	9820	16.28935842
6.83	163.833	9830	15.05374975
6.83	164.000	9840	16.14133463
6.84	164.167	9850	15.60825506
6.85	164.333	9860	16.76367932
6.85	164.500	9870	15.69190075
6.86	164.667	9880	16.77473296
6.87	164.833	9890	14.91070418
6.88	165.000	9900	15.90127416
6.88	165.167	9910	17.00531638
6.89	165.333	9920	18.01500274
6.90	165.500	9930	18.25695163
6.90	165.667	9940	18.37368505
6.91	165.833	9950	17.38420312
6.92	166.000	9960	18.98179422
6.92	166.167	9970	19.41680987
6.93	166.333	9980	18.48315281
6.94	166.500	9990	19.80441523
6.94	166.667	10000	19.15964985
6.95	166.833	10010	18.67151076
6.96	167.000	10020	20.90591424
6.97	167.167	10030	20.36424312
6.97	167.333	10040	20.51680684
6.98	167.500	10050	20.46315918
6.99	167.667	10060	18.8618051
6.99	167.833	10070	19.21375275
7.00	168.000	10080	20.24343398
7.01	168.167	10090	19.81333068
7.01	168.333	10100	18.16680549
7.02	168.500	10110	19.40370116
7.03	168.667	10120	19.3778782
7.03	168.833	10130	19.68641047
7.04	169.000	10140	18.76317286
7.05	169.167	10150	20.63421024
7.06	169.333	10160	18.69148251
7.06	169.500	10170	21.09919486
7.07	169.667	10180	18.34663654
7.08	169.833	10190	19.75224552
7.08	170.000	10200	19.39188765
7.09	170.167	10210	21.39238123
7.10	170.333	10220	19.07928129
7.10	170.500	10230	20.87495563
7.11	170.667	10240	18.83947258
7.12	170.833	10250	19.95557663
7.13	171.000	10260	21.86364493
7.13	171.167	10270	20.44838969
7.14	171.333	10280	19.9819341
7.15	171.500	10290	20.16152389
7.15	171.667	10300	21.29903305
7.16	171.833	10310	19.17180721
7.17	172.000	10320	19.57914815
7.17	172.167	10330	20.92959546
7.18	172.333	10340	21.92471311
7.19	172.500	10350	18.89672946
7.19	172.667	10360	19.59270389
7.20	172.833	10370	18.94181821
7.21	173.000	10380	18.4970121
7.22	173.167	10390	18.37140943
7.22	173.333	10400	18.29702423
7.23	173.500	10410	18.09154968
7.24	173.667	10420	17.59683907
7.24	173.833	10430	17.86269506
7.25	174.000	10440	16.22495093
7.26	174.167	10450	15.80980585
7.26	174.333	10460	16.24520746
7.27	174.500	10470	14.91625771
7.28	174.667	10480	15.65443279
7.28	174.833	10490	14.6486355
7.29	175.000	10500	13.77511257
7.30	175.167	10510	13.44767712
7.31	175.333	10520	14.3792669
7.31	175.500	10530	11.75735582
7.32	175.667	10540	13.24804986
7.33	175.833	10550	10.951149
7.33	176.000	10560	11.11492484
7.34	176.167	10570	11.72171871
7.35	176.333	10580	11.22679516
7.35	176.500	10590	12.30529026
7.36	176.667	10600	12.46992488
7.37	176.833	10610	11.90484317
7.38	177.000	10620	11.89344604
7.38	177.167	10630	11.69610965
7.39	177.333	10640	12.64962341
7.40	177.500	10650	12.2854665
7.40	177.667	10660	12.42933075
7.41	177.833	10670	12.55973874
7.42	178.000	10680	12.9592637
7.42	178.167	10690	12.74931666
7.43	178.333	10700	12.9931616
7.44	178.500	10710	12.18547133
7.44	178.667	10720	14.25443402
7.45	178.833	10730	11.24859141
7.46	179.000	10740	12.4686287
7.47	179.167	10750	14.37029783
7.47	179.333	10760	13.38293764
7.48	179.500	10770	12.90812847
7.49	179.667	10780	13.03391605
7.49	179.833	10790	13.34863014
7.50	180.000	10800	12.84714485
7.51	180.167	10810	13.20353748
7.51	180.333	10820	14.30603883
7.52	180.500	10830	13.34675423
7.53	180.667	10840	14.48591657
7.53	180.833	10850	14.73446756
7.54	181.000	10860	14.15788083
7.55	181.167	10870	13.03411572
7.56	181.333	10880	13.09091436
7.56	181.500	10890	14.99831727
7.57	181.667	10900	14.71955566
7.58	181.833	10910	14.14339443
7.58	182.000	10920	14.19604079
7.59	182.167	10930	16.63053932
7.60	182.333	10940	13.93266108
7.60	182.500	10950	16.06322103
7.61	182.667	10960	15.83368367
7.62	182.833	10970	15.87480132
7.63	183.000	10980	16.31241031
7.63	183.167	10990	16.60649024
7.64	183.333	11000	17.49207413
7.65	183.500	11010	16.82521966
7.65	183.667	11020	16.87180409
7.66	183.833	11030	17.3005193
7.67	184.000	11040	16.30552922
7.67	184.167	11050	17.88691478
7.68	184.333	11060	16.7899402
7.69	184.500	11070	16.74609724
7.69	184.667	11080	16.31971396
7.70	184.833	11090	18.54592254
7.71	185.000	11100	17.67829805
7.72	185.167	11110	18.1543557
7.72	185.333	11120	17.31234854
7.73	185.500	11130	16.09707409
7.74	185.667	11140	15.31116886
7.74	185.833	11150	16.6785054
7.75	186.000	11160	17.6343047
7.76	186.167	11170	15.90205121
7.76	186.333	11180	16.71357231
7.77	186.500	11190	13.96134662
7.78	186.667	11200	14.89254019
7.78	186.833	11210	15.93182646
7.79	187.000	11220	15.39923989
7.80	187.167	11230	14.3691321
7.81	187.333	11240	15.63414812
7.81	187.500	11250	16.43682357
7.82	187.667	11260	16.35164202
7.83	187.833	11270	15.36134877
7.83	188.000	11280	16.98103985
7.84	188.167	11290	13.63069346
7.85	188.333	11300	14.910871
7.85	188.500	11310	16.76771798
7.86	188.667	11320	15.57286011
7.87	188.833	11330	15.76065156
7.88	189.000	11340	16.18492545
7.88	189.167	11350	16.29242281
7.89	189.333	11360	16.92581314
7.90	189.500	11370	18.96756634
7.90	189.667	11380	18.17921279
7.91	189.833	11390	18.71287199
7.92	190.000	11400	17.89465797
7.92	190.167	11410	19.1544009
7.93	190.333	11420	19.05767809
7.94	190.500	11430	18.76824728
7.94	190.667	11440	19.41145089
7.95	190.833	11450	17.61051224
7.96	191.000	11460	20.12239129
7.97	191.167	11470	19.88545559
7.97	191.333	11480	18.25839705
7.98	191.500	11490	20.69386385
7.99	191.667	11500	19.88854091
7.99	191.833	11510	19.85722403
8.00	192.000	11520	17.93888827
8.01	192.167	11530	20.41100465
8.01	192.333	11540	18.78152259
8.02	192.500	11550	18.58690696
8.03	192.667	11560	19.09664003
8.03	192.833	11570	20.98055372
8.04	193.000	11580	19.47368452
8.05	193.167	11590	18.7318711
8.06	193.333	11600	20.45594701
8.06	193.500	11610	18.73835405
8.07	193.667	11620	18.59130093
8.08	193.833	11630	20.18200905
8.08	194.000	11640	20.51488683
8.09	194.167	11650	19.17794478
8.10	194.333	11660	19.87445549
8.10	194.500	11670	20.73265637
8.11	194.667	11680	20.17509046
8.12	194.833	11690	19.77665443
8.13	195.000	11700	20.15680877
8.13	195.167	11710	20.38912467
8.14	195.333	11720	20.13619438
8.15	195.500	11730	19.70261675
8.15	195.667	11740	20.77749829
8.16	195.833	11750	20.4808983
8.17	196.000	11760	21.60442822
8.17	196.167	11770	20.77881068
8.18	196.333	11780	20.65534768
8.19	196.500	11790	20.15255159
8.19	196.667	11800	18.99902859
8.20	196.833	11810	18.25747006
8.21	197.000	11820	18.78150342
8.22	197.167	11830	20.00158816
8.22	197.333	11840	18.31913255
8.23	197.500	11850	17.76509819
8.24	197.667	11860	18.01850572
8.24	197.833	11870	17.16862511
8.25	198.000	11880	16.53042742
8.26	198.167	11890	14.75081641
8.26	198.333	11900	16.01758755
8.27	198.500	11910	16.38198768
8.28	198.667	11920	13.70224819
8.28	198.833	11930	15.26310733
8.29	199.000	11940	14.98506484
8.30	199.167	11950	12.45175695
8.31	199.333	11960	12.94305975
8.31	199.500	11970	13.69520372
8.32	199.667	11980	12.58591276
8.33	199.833	11990	11.5366449
8.33	200.000	12000	13.61160896
8.34	200.167	12010	11.31879253
8.35	200.333	12020	13.71494598
8.35	200.500	12030	14.44485354
8.36	200.667	12040	13.63161511
8.37	200.833	12050	12.86450572
8.38	201.000	12060	11.79753624
8.38	201.167	12070	13.27888545
8.39	201.333	12080	12.70201461
8.40	201.500	12090	12.67471891
8.40	201.667	12100	13.22777194
8.41	201.833	12110	13.11642062
8.42	202.000	12120	12.31708253
8.42	202.167	12130	12.91970526
8.43	202.333	12140	14.1080781
8.44	202.500	12150	14.70650877
8.44	202.667	12160	14.19624492
8.45	202.833	12170	15.20883841
8.46	203.000	12180	13.37703453
8.47	203.167	12190	13.54619136
8.47	203.333	12200	13.40348758
8.48	203.500	12210	13.69687827
8.49	203.667	12220	13.80001792
8.49	203.833	12230	13.07026146
8.50	204.000	12240	12.53727491
8.51	204.167	12250	12.5349668
8.51	204.333	12260	13.39247665
8.52	204.500	12270	13.57293241
8.53	204.667	12280	13.93046185
8.53	204.833	12290	11.72997942
8.54	205.000	12300	12.65989637
8.55	205.167	12310	13.77239664
8.56	205.333	12320	14.0476458
8.56	205.500	12330	14.84622413
8.57	205.667	12340	13.89972029
8.58	205.833	12350	13.11866796
8.58	206.000	12360	15.31771449
8.59	206.167	12370	15.03292677
8.60	206.333	12380	15.05891063
8.60	206.500	12390	15.23980443
8.61	206.667	12400	14.8392372
8.62	206.833	12410	15.20781761
8.63	207.000	12420	15.43843773
8.63	207.167	12430	16.38404251
8.64	207.333	12440	17.34580325
8.65	207.500	12450	16.03731079
8.65	207.667	12460	17.39156515
8.66	207.833	12470	16.58976571
8.67	208.000	12480	17.94246549
8.67	208.167	12490	17.20167631
8.68	208.333	12500	16.80694288
8.69	208.500	12510	18.97744457
8.69	208.667	12520	17.5374491
8.70	208.833	12530	17.32326329
8.71	209.000	12540	17.21722787
8.72	209.167	12550	17.21623628
8.72	209.333	12560	17.17200446
8.73	209.500	12570	16.52750774
8.74	209.667	12580	18.60822052
8.74	209.833	12590	15.61407218
8.75	210.000	12600	15.30334424
8.76	210.167	12610	16.03347206
8.76	210.333	12620	15.64986102
8.77	210.500	12630	15.27846137
8.78	210.667	12640	15.51857019
8.78	210.833	12650	17.48971458
8.79	211.000	12660	15.97285346
8.80	211.167	12670	14.64582002
8.81	211.333	12680	14.36373222
8.81	211.500	12690	15.70121336
8.82	211.667	12700	15.71221183
8.83	211.833	12710	15.88328351
8.83	212.000	12720	15.75747991
8.84	212.167	12730	15.73851026
8.85	212.333	12740	14.90308853
8.85	212.500	12750	15.98822498
8.86	212.667	12760	15.61048493
8.87	212.833	12770	16.56451128
8.88	213.000	12780	18.15084754
8.88	213.167	12790	16.63524169
8.89	213.333	12800	17.10039354
8.90	213.500	12810	18.22578484
8.90	213.667	12820	17.66624922
8.91	213.833	12830	17.67195931
8.92	214.000	12840	18.25560053
8.92	214.167	12850	19.24363705
8.93	214.333	12860	18.91472789
8.94	214.500	12870	18.12067292
8.94	214.667	12880	18.39482992
8.95	214.833	12890	20.727077
8.96	215.000	12900	19.20118252
8.97	215.167	12910	20.48695184
8.97	215.333	12920	21.04832583
8.98	215.500	12930	18.70103074
8.99	215.667	12940	20.83711548
8.99	215.833	12950	18.93800369
9.00	216.000	12960	19.08932333
9.01	216.167	12970	18.82862384
9.01	216.333	12980	20.33584951
9.02	216.500	12990	20.529365
9.03	216.667	13000	18.76189876
9.03	216.833	13010	18.84074457
9.04	217.000	13020	19.13343008
9.05	217.167	13030	20.92221582
9.06	217.333	13040	18.8076749
9.06	217.500	13050	20.56492999
9.07	217.667	13060	19.14957714
9.08	217.833	13070	18.16883841
9.08	218.000	13080	19.75154695
9.09	218.167	13090	20.77461221
9.10	218.333	13100	20.87728911
9.10	218.500	13110	20.996225
9.11	218.667	13120	19.87155647
9.12	218.833	13130	21.16252323
9.13	219.000	13140	21.81825349
9.13	219.167	13150	19.46594461
9.14	219.333	13160	20.55191527
9.15	219.500	13170	19.36473348
9.15	219.667	13180	19.86897692
9.16	219.833	13190	21.16731051
9.17	220.000	13200	20.40048566
9.17	220.167	13210	20.60372641
9.18	220.333	13220	19.41454595
9.19	220.500	13230	20.80826756
9.19	220.667	13240	20.99284446
9.20	220.833	13250	20.03293479
9.21	221.000	13260	18.97659958
9.22	221.167	13270	18.18609948
9.22	221.333	13280	18.21225483
9.23	221.500	13290	17.69851597
9.24	221.667	13300	18.42474471
9.24	221.833	13310	16.91243615
9.25	222.000	13320	16.32428496
9.26	222.167	13330	15.7155548
9.26	222.333	13340	16.63629063
9.27	222.500	13350	15.13674287
9.28	222.667	13360	14.07775292
9.28	222.833	13370	15.00366653
9.29	223.000	13380	15.08826584
9.30	223.167	13390	13.77483268
9.31	223.333	13400	14.20490672
9.31	223.500	13410	12.11176462
9.32	223.667	13420	12.44020829
9.33	223.833	13430	13.26889755
9.33	224.000	13440	12.95844934
9.34	224.167	13450	12.61769213
9.35	224.333	13460	11.7990874
9.35	224.500	13470	11.76373907
9.36	224.667	13480	12.22464317
9.37	224.833	13490	13.48599492
9.38	225.000	13500	13.07206579
9.38	225.167	13510	12.01253151
9.39	225.333	13520	12.31370457
9.40	225.500	13530	12.86078368
9.40	225.667	13540	12.73870218
9.41	225.833	13550	12.24784546
9.42	226.000	13560	13.65000985
9.42	226.167	13570	12.60948302
9.43	226.333	13580	15.12427665
9.44	226.500	13590	14.58327417
9.44	226.667	13600	14.18195709
9.45	226.833	13610	12.62075506
9.46	227.000	13620	12.19336033
9.47	227.167	13630	12.87003194
9.47	227.333	13640	14.48790692
9.48	227.500	13650	13.71835459
9.49	227.667	13660	12.40298715
9.49	227.833	13670	13.95734974
9.50	228.000	13680	14.07957087
9.51	228.167	13690	13.99957943
9.51	228.333	13700	14.06690725
9.52	228.500	13710	12.42693737
9.53	228.667	13720	12.88425125
9.53	228.833	13730	14.66005242
9.54	229.000	13740	12.73268072
9.55	229.167	13750	12.32973467
9.56	229.333	13760	15.18487894
9.56	229.500	13770	14.34420873
9.57	229.667	13780	13.2638038
9.58	229.833	13790	14.56870665
9.58	230.000	13800	14.76861102
9.59	230.167	13810	14.76273416
9.60	230.333	13820	13.36796557
9.60	230.500	13830	16.50837776
9.61	230.667	13840	14.5289664
9.62	230.833	13850	14.95648456
9.63	231.000	13860	16.38357607
9.63	231.167	13870	16.62301161
9.64	231.333	13880	17.36477335
9.65	231.500	13890	17.58968759
9.65	231.667	13900	17.55681985
9.66	231.833	13910	15.886403
9.67	232.000	13920	16.76095326
9.67	232.167	13930	18.31970473
9.68	232.333	13940	17.30118749
9.69	232.500	13950	17.79757619
9.69	232.667	13960	17.40780925
9.70	232.833	13970	17.58244763
9.71	233.000	13980	18.66069723
9.72	233.167	13990	18.14963446
9.72	233.333	14000	16.08832071
9.73	233.500	14010	16.84181925
9.74	233.667	14020	15.71660051
9.74	233.833	14030	15.50106141
9.75	234.000	14040	16.66915178
9.76	234.167	14050	16.83359292
9.76	234.333	14060	15.42260549
9.77	234.500	14070	15.02326757
9.78	234.667	14080	14.64232524
9.78	234.833	14090	14.44233997
9.79	235.000	14100	14.70591861
9.80	235.167	14110	14.96409576
9.81	235.333	14120	16.61237989
9.81	235.500	14130	15.3037891
9.82	235.667	14140	15.49935631
9.83	235.833	14150	15.51466614
9.83	236.000	14160	14.39993749
9.84	236.167	14170	14.9386614
9.85	236.333	14180	16.15238991
9.85	236.500	14190	15.96158793
9.86	236.667	14200	15.68008306
9.87	236.833	14210	15.6320628
9.88	237.000	14220	17.08410868
9.88	237.167	14230	16.87582729
9.89	237.333	14240	18.42320574
9.90	237.500	14250	17.07087721
9.90	237.667	14260	17.13871349
9.91	237.833	14270	18.23470783
9.92	238.000	14280	19.08417081
9.92	238.167	14290	17.25765929
9.93	238.333	14300	19.61981148
9.94	238.500	14310	18.33230912
9.94	238.667	14320	19.25838311
9.95	238.833	14330	19.99079087
9.96	239.000	14340	18.34356886
9.97	239.167	14350	18.343208
9.97	239.333	14360	20.85802555
9.98	239.500	14370	19.19073145
9.99	239.667	14380	20.31833721
9.99	239.833	14390	17.86384986
10.00	240.000	14400	20.72089424
10.01	240.167	14410	18.87577254
10.01	240.333	14420	19.0172345
10.02	240.500	14430	18.58144131
10.03	240.667	14440	19.64725264
10.03	240.833	14450	19.05396928
10.04	241.000	14460	20.56430444
10.05	241.167	14470	20.19099885
10.06	241.333	14480	18.76067742
10.06	241.500	14490	18.09805223
10.07	241.667	14500	18.49026665
10.08	241.833	14510	18.74127827
10.08	242.000	14520	19.74071421
10.09	242.167	14530	21.70215469
10.10	242.333	14540	20.77774201
10.10	242.500	14550	18.9197932
10.11	242.667	14560	19.98006845
10.12	242.833	14570	21.2450283
10.13	243.000	14580	19.88461003
10.13	243.167	14590	19.72219617
10.14	243.333	14600	21.57983266
10.15	243.500	14610	19.9963461
10.15	243.667	14620	20.86840129
10.16	243.833	14630	21.45580677
10.17	244.000	14640	20.331149
10.17	244.167	14650	19.61682394
10.18	244.333	14660	21.45307639
10.19	244.500	14670	18.99790469
10.19	244.667	14680	18.40186098
10.20	244.833	14690	18.61852679
10.21	245.000	14700	18.89188306
10.22	245.167	14710	18.15373533
10.22	245.333	14720	18.56937652
10.23	245.500	14730	18.16847223
10.24	245.667	14740	19.15047489
10.24	245.833	14750	15.86826701
10.25	246.000	14760	15.74872971
10.26	246.167	14770	15.54789497
10.26	246.333	14780	15.65130407
10.27	246.500	14790	16.52052533
10.28	246.667	14800	13.51267439
10.28	246.833	14810	14.00777178
10.29	247.000	14820	13.4031319
10.30	247.167	14830	13.29326853
10.31	247.333	14840	13.71209416
10.31	247.500	14850	12.90476527
10.32	247.667	14860	12.47090395
10.33	247.833	14870	13.6907906
10.33	248.000	14880	13.91780627
10.34	248.167	14890	11.54276706
10.35	248.333	14900	11.83308811
10.35	248.500	14910	12.08956927
10.36	248.667	14920	11.63736467
10.37	248.833	14930	12.18941407
10.38	249.000	14940	12.72882483
10.38	249.167	14950	12.2235777
10.39	249.333	14960	13.58614998
10.40	249.500	14970	13.9659312
10.40	249.667	14980	11.63430724
10.41	249.833	14990	13.56521924
10.42	250.000	15000	12.36177769
10.42	250.167	15010	13.54734731
10.43	250.333	15020	12.79967937
10.44	250.500	15030	13.21389176
10.44	250.667	15040	11.98628204
10.45	250.833	15050	13.49286447
10.46	251.000	15060	13.56923534
10.47	251.167	15070	14.06494628
10.47	251.333	15080	14.08068158
10.48	251.500	15090	12.58014057
10.49	251.667	15100	14.13847339
10.49	251.833	15110	12.32812713
10.50	252.000	15120	12.45907687
10.51	252.167	15130	13.15673856
10.51	252.333	15140	13.41584659
10.52	252.500	15150	13.2977069
10.53	252.667	15160	12.83698077
10.53	252.833	15170	12.97023091
10.54	253.000	15180	15.15851759
10.55	253.167	15190	14.73327519
10.56	253.333	15200	12.69918883
10.56	253.500	15210	14.31070436
10.57	253.667	15220	15.56941059
10.58	253.833	15230	14.19471097
10.58	254.000	15240	14.14515965
10.59	254.167	15250	15.35126159
10.60	254.333	15260	15.76909255
10.60	254.500	15270	14.02933193
10.61	254.667	15280	14.71508784
10.62	254.833	15290	15.78870742
10.63	255.000	15300	17.2011993
10.63	255.167	15310	15.57008604
10.64	255.333	15320	16.86999956
10.65	255.500	15330	17.54332521
10.65	255.667	15340	18.3224439
10.66	255.833	15350	16.43240826
10.67	256.000	15360	16.5604665
10.67	256.167	15370	18.76699424
10.68	256.333	15380	17.51966421
10.69	256.500	15390	18.7287223
10.69	256.667	15400	16.78642888
10.70	256.833	15410	16.74433562
10.71	257.000	15420	18.24225337
10.72	257.167	15430	15.8559992
10.72	257.333	15440	16.18144408
10.73	257.500	15450	16.24113166
10.74	257.667	15460	17.53519171
10.74	257.833	15470	16.71251741
10.75	258.000	15480	16.72445789
10.76	258.167	15490	15.21014509
10.76	258.333	15500	16.51830248
10.77	258.500	15510	16.48775806
10.78	258.667	15520	14.6197985
10.78	258.833	15530	15.91171406
10.79	259.000	15540	15.00147844
10.80	259.167	15550	15.56915617
10.81	259.333	15560	13.97757806
10.81	259.500	15570	15.61919414
10.82	259.667	15580	17.17171953
10.83	259.833	15590	14.88296593
10.83	260.000	15600	15.41466696
10.84	260.167	15610	16.23582568
10.85	260.333	15620	14.89995297
10.85	260.500	15630	15.93670251
10.86	260.667	15640	16.33928165
10.87	260.833	15650	15.55250671
10.88	261.000	15660	17.65701271
10.88	261.167	15670	15.75691569
10.89	261.333	15680	17.33082243
10.90	261.500	15690	17.00335079
10.90	261.667	15700	18.983624
10.91	261.833	15710	17.47042071
10.92	262.000	15720	18.8074824
10.92	262.167	15730	19.47067223
10.93	262.333	15740	18.14537299
10.94	262.500	15750	19.83892935
10.94	262.667	15760	18.94349702
10.95	262.833	15770	20.5126579
10.96	263.000	15780	20.21492838
10.97	263.167	15790	19.45974654
10.97	263.333	15800	18.85043457
10.98	263.500	15810	19.93515002
10.99	263.667	15820	18.00625206
10.99	263.833	15830	19.76306575
11.00	264.000	15840	18.70755107
11.01	264.167	15850	20.62725801
11.01	264.333	15860	20.19679894
11.02	264.500	15870	20.29759869
11.03	264.667	15880	18.26265298
11.03	264.833	15890	21.13977383
11.04	265.000	15900	20.93056016
11.05	265.167	15910	19.4939684
11.06	265.333	15920	19.75792313
11.06	265.500	15930	19.15763795
11.07	265.667	15940	20.90088348
11.08	265.833	15950	19.0348898
11.08	266.000	15960	20.99125154
11.09	266.167	15970	20.65153651
11.10	266.333	15980	19.15651457
11.10	266.500	15990	20.64108082
11.11	266.667	16000	21.02757294
11.12	266.833	16010	21.07976851
11.13	267.000	16020	19.57886253
11.13	267.167	16030	20.43820892
11.14	267.333	16040	19.82114754
11.15	267.500	16050	19.90290772
11.15	267.667	16060	19.85958438
11.16	267.833	16070	20.8353367
11.17	268.000	16080	20.95345656
11.17	268.167	16090	19.46132314
11.18	268.333	16100	18.95699915
11.19	268.500	16110	20.65108258
11.19	268.667	16120	19.20969985
11.20	268.833	16130	19.88790838
11.21	269.000	16140	19.45904958
11.22	269.167	16150	17.82851421
11.22	269.333	16160	17.94060936
11.23	269.500	16170	17.19165553
11.24	269.667	16180	17.98634812
11.24	269.833	16190	18.52022002
11.25	270.000	16200	16.48638224
11.26	270.167	16210	16.68133051
11.26	270.333	16220	15.39308684
11.27	270.500	16230	15.13616633
11.28	270.667	16240	15.0815107
11.28	270.833	16250	14.13237046
11.29	271.000	16260	13.20961712
11.30	271.167	16270	13.85739415
11.31	271.333	16280	12.25095547
11.31	271.500	16290	14.36671262
11.32	271.667	16300	14.30795364
11.33	271.833	16310	10.96582327
11.33	272.000	16320	13.40270847
11.34	272.167	16330	11.77667519
11.35	272.333	16340	12.08902353
11.35	272.500	16350	12.66181223
11.36	272.667	16360	12.56245698
11.37	272.833	16370	12.81585451
11.38	273.000	16380	12.55651374
11.38	273.167	16390	13.31999739
11.39	273.333	16400	11.53442434
11.40	273.500	16410	11.5328338
11.40	273.667	16420	13.67532261
11.41	273.833	16430	13.91901456
11.42	274.000	16440	12.15265582
11.42	274.167	16450	11.84879496
11.43	274.333	16460	12.54667884
11.44	274.500	16470	13.1303271
11.44	274.667	16480	13.86563003
11.45	274.833	16490	13.89282018
11.46	275.000	16500	14.40495371
